,anime_id,name,picture_medium,picture_large,status,rating,watched_episode,rewatching,last_updated,finish_date,start_date
85,2847,Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,https://cdn.myanimelist.net/images/anime/1119/94419.jpg,https://cdn.myanimelist.net/images/anime/1119/94419l.jpg,completed,0,1,False,2022-03-31T10:53:32+00:00,2022-03-31,
86,4026,Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,https://cdn.myanimelist.net/images/anime/3/21316.jpg,https://cdn.myanimelist.net/images/anime/3/21316l.jpg,completed,0,1,False,2022-03-31T10:54:03+00:00,2022-03-31,
87,6178,Pokemon Movie 12: Arceus Choukoku no Jikuu e,https://cdn.myanimelist.net/images/anime/8/21315.jpg,https://cdn.myanimelist.net/images/anime/8/21315l.jpg,completed,0,1,False,2022-03-31T10:54:32+00:00,2022-03-31,
88,7695,Pokemon Movie 13: Genei no Hasha Zoroark,https://cdn.myanimelist.net/images/anime/5/26915.jpg,https://cdn.myanimelist.net/images/anime/5/26915l.jpg,completed,0,1,False,2022-03-31T10:55:58+00:00,2022-03-31,
89,34540,Pokemon Movie 20: Kimi ni Kimeta!,https://cdn.myanimelist.net/images/anime/1402/122043.jpg,https://cdn.myanimelist.net/images/anime/1402/122043l.jpg,completed,0,1,False,2022-03-31T10:55:34+00:00,2022-03-31,
90,2363,Pokemon Side Stories,https://cdn.myanimelist.net/images/anime/3/21390.jpg,https://cdn.myanimelist.net/images/anime/3/21390l.jpg,completed,0,16,False,2022-03-31T10:56:24+00:00,2022-03-31,
91,34034,Pokemon Sun & Moon,https://cdn.myanimelist.net/images/anime/11/84673.jpg,https://cdn.myanimelist.net/images/anime/11/84673l.jpg,completed,0,146,False,2022-03-31T10:53:53+00:00,2022-03-31,
92,19291,Pokemon XY,https://cdn.myanimelist.net/images/anime/12/54549.jpg,https://cdn.myanimelist.net/images/anime/12/54549l.jpg,completed,0,93,False,2022-03-31T10:53:37+00:00,2022-03-31,
93,31592,Pokemon XY&Z,https://cdn.myanimelist.net/images/anime/1599/94412.jpg,https://cdn.myanimelist.net/images/anime/1599/94412l.jpg,completed,0,47,False,2022-03-31T10:53:44+00:00,2022-03-31,
94,34325,Pokemon XY&Z Specials,https://cdn.myanimelist.net/images/anime/9/82843.jpg,https://cdn.myanimelist.net/images/anime/9/82843l.jpg,completed,0,2,False,2022-03-31T10:58:42+00:00,2022-03-31,
95,23301,Pokemon XY: Mega Evolution,https://cdn.myanimelist.net/images/anime/12/60225.jpg,https://cdn.myanimelist.net/images/anime/12/60225l.jpg,completed,0,4,False,2022-03-31T10:58:20+00:00,2022-03-31,
96,6877,Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,https://cdn.myanimelist.net/images/anime/6/42981.jpg,https://cdn.myanimelist.net/images/anime/6/42981l.jpg,completed,0,1,False,2022-03-31T10:58:38+00:00,2022-03-31,
97,1709,Pokemon: Mewtwo! Ware wa Koko ni Ari,https://cdn.myanimelist.net/images/anime/7/87922.jpg,https://cdn.myanimelist.net/images/anime/7/87922l.jpg,completed,0,1,False,2022-03-31T10:54:59+00:00,2022-03-31,
98,5529,Pokemon: Odoru Pokemon Himitsu Kichi,https://cdn.myanimelist.net/images/anime/3/64891.jpg,https://cdn.myanimelist.net/images/anime/3/64891l.jpg,completed,0,1,False,2022-03-31T10:57:21+00:00,2022-03-31,
